scenario,period,mean_theta,attention_share,offline_social_capital,mean_fitness,subjective_satisfaction,entropy
I1_reproduce_selection_only,79,0.014308608325377852,0.014308608325377852,0.9856913916746222,2.7330719467701723,0.9410019332541503,0.33688479901763907
I1_reproduce_selection_only,80,0.013959480837699469,0.013959480837699469,0.9860405191623005,2.73404537857365,0.9421974431873702,0.33287158933425276
I1_endogenous_ai_transition,0,0.35006946695581853,0.35006946695581853,0.6499305330441815,1.8794762654666748,0.5368883666060529,0.79576731712824
I1_endogenous_ai_transition,1,0.390644794930773,0.390644794930773,0.609355205069227,1.7873262326613921,0.5236306481607613,0.7898676891293847
I1_endogenous_ai_transition,2,0.4304878759645089,0.4304878759645089,0.5695121240354911,1.6995250080810247,0.5147945584023033,0.7828553663005655
I1_endogenous_ai_transition,3,0.46938677158861497,0.46938677158861497,0.530613228411385,1.6164014783971365,0.5097646640146087,0.7747030908921972
I1_endogenous_ai_transition,4,0.5071497580154642,0.5071497580154642,0.49285024198453575,1.538180701777798,0.5080679253416719,0.7653819752876548
I1_endogenous_ai_transition,5,0.5436072281125139,0.5436072281125139,0.45639277188748606,1.4649911515700047,0.5093196948460637,0.7548461883201817
I1_endogenous_ai_transition,6,0.5786131304501724,0.5786131304501724,0.4213868695498276,1.3968743541190975,0.5131939659122383,0.7430427090973988
I1_endogenous_ai_transition,7,0.6120457501531273,0.6120457501531273,0.38795424984687266,1.3337966057910644,0.5194044480591982,0.7299119627816221
I1_endogenous_ai_transition,8,0.6438072844343146,0.6438072844343146,0.35619271556568544,1.2756626307864094,0.5276917008276945,0.7154068555233479
I1_endogenous_ai_transition,9,0.6738219797022245,0.6738219797022245,0.32617802029777554,1.2223301045965271,0.5378131200830658,0.6994890911601115
I1_endogenous_ai_transition,10,0.7020336279707236,0.7020336279707236,0.29796637202927645,1.1736227837213535,0.5495342930298821,0.6821772059952557
I1_endogenous_ai_transition,11,0.7284038202282938,0.7284038202282938,0.27159617977170625,1.129340089282605,0.5626221201080022,0.6635164477881411
I1_endogenous_ai_transition,12,0.7529119244456375,0.7529119244456375,0.24708807555436252,1.0892630328514878,0.5768414806710279,0.6435157603303373
I1_endogenous_ai_transition,13,0.7755553424610617,0.7755553424610617,0.22444465753893827,1.0531589362345615,0.5919542419616893,0.6222133254465584
I1_endogenous_ai_transition,14,0.7963492809588374,0.7963492809588374,0.2036507190411626,1.0207855952290692,0.6077188478695017,0.5998185345898671
I1_endogenous_ai_transition,15,0.8153264023822254,0.8153264023822254,0.18467359761777458,0.9918936952531358,0.6238897251321374,0.5766090771594126
I1_endogenous_ai_transition,16,0.8325380532560669,0.8325380532560669,0.1674619467439331,0.9662273620237875,0.6402224439820784,0.552505856353558
I1_endogenous_ai_transition,17,0.848054156012638,0.848054156012638,0.151945843987362,0.9435267010025015,0.6564833581921272,0.5274478743371374
I1_endogenous_ai_transition,18,0.8619606611218046,0.8619606611218046,0.13803933887819542,0.9235324524278956,0.6724588336270046,0.5019932512122864
I1_endogenous_ai_transition,19,0.8743558665736971,0.8743558665736971,0.12564413342630287,0.9059903717510004,0.6879603014049765,0.47690354270294927
I1_endogenous_ai_transition,20,0.8853472769290138,0.8853472769290138,0.11465272307098617,0.8906549689016785,0.7028301457294988,0.4525277935578551
I1_endogenous_ai_transition,21,0.8950469996051279,0.8950469996051279,0.1049530003948721,0.877294047919131,0.7169425640900371,0.42913931939017863
I1_endogenous_ai_transition,22,0.9035672830685547,0.9035672830685547,0.09643271693144528,0.8656917904286615,0.7301999181366492,0.4071502452471223
I1_endogenous_ai_transition,23,0.9110180307944851,0.9110180307944851,0.08898196920551493,0.8556490893722669,0.7425293144635916,0.38732247091813166
I1_endogenous_ai_transition,24,0.9175059654187355,0.9175059654187355,0.08249403458126447,0.8469821341000856,0.753881007853908,0.3703335609537174
I1_endogenous_ai_transition,25,0.9231345671856179,0.9231345671856179,0.07686543281438207,0.8395209388874529,0.7642310814724831,0.35606129419124616
I1_endogenous_ai_transition,26,0.9280032668285841,0.9280032668285841,0.07199673317141586,0.8331093290834429,0.7735843399971394,0.3437038621333485
I1_endogenous_ai_transition,27,0.9322055634786398,0.9322055634786398,0.06779443652136019,0.827605997700699,0.7819715731998869,0.3324247171942036
I1_endogenous_ai_transition,28,0.9358272817900892,0.9358272817900892,0.06417271820991077,0.8228852008684494,0.7894431985808571,0.3216393664587748
I1_endogenous_ai_transition,29,0.9389456547852043,0.9389456547852043,0.06105434521479569,0.8188365572907791,0.7960626438816111,0.3110037290999784
I1_endogenous_ai_transition,30,0.9416291435833842,0.9416291435833842,0.05837085641661577,0.8153641584790434,0.8019005606774251,0.30035941041150216
I1_endogenous_ai_transition,31,0.9439377593152992,0.9439377593152992,0.05606224068470078,0.8123852827837436,0.8070301685301138,0.28967853399273574
I1_endogenous_ai_transition,32,0.9459236860205079,0.9459236860205079,0.054076313979492086,0.8098289379732257,0.8115238040548338,0.2790152509698117
I1_endogenous_ai_transition,33,0.9476320527542431,0.9476320527542431,0.052367947245756885,0.8076343864639125,0.8154505886268392,0.26846763182759026
I1_endogenous_ai_transition,34,0.9491017493322748,0.9491017493322748,0.05089825066772524,0.8057497489352824,0.8188750193161126,0.2581502445514971
I1_endogenous_ai_transition,35,0.9503662190586641,0.9503662190586641,0.04963378094133586,0.8041307374710296,0.8218562522697697,0.24817591774139683
I1_endogenous_ai_transition,36,0.9514541914119798,0.9514541914119798,0.048545808588020156,0.8027395383025767,0.824447866959153,0.2386446431311051
I1_endogenous_ai_transition,37,0.9523903380641003,0.9523903380641003,0.04760966193589966,0.8015438447570741,0.8266979424373793,0.2296376735220467
I1_endogenous_ai_transition,38,0.9531958483702502,0.9531958483702502,0.046804151629749824,0.8005160302304491,0.8286493219841807,0.22121521609568184
I1_endogenous_ai_transition,39,0.9538889276889311,0.9538889276889311,0.046111072311068924,0.7996324460596452,0.8303399808207383,0.2134164989037396
